timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect
724982311,inf,0,0,0,0,0
725989192,inf,0,0,0,0,0
726991285,inf,0,0,0,0,0
727998510,inf,0,0,0,0,0
729000572,inf,0,0,0,0,0
730002557,inf,0,0,0,0,0
731004629,inf,0,0,0,0,0
732011272,inf,0,0,0,0,0
733018454,inf,0,0,0,0,0
734020592,inf,0,0,0,0,0
735022522,inf,0,0,0,0,0
736029149,inf,0,0,0,0,0
737031204,inf,0,0,0,0,0
738033237,inf,0,0,0,0,0
739040534,inf,0,0,0,0,0
740042577,inf,0,0,0,0,0
741049127,inf,0,0,0,0,0
742051157,inf,0,0,0,0,0
743053216,inf,0,0,0,0,0
744060501,inf,0,0,0,0,0
745062489,inf,0,0,0,0,0
746064491,inf,0,0,0,0,0
747066251,inf,0,0,0,0,0
748068341,inf,0,0,0,0,0
749070394,inf,0,0,0,0,0
750072438,inf,0,0,0,0,0
751074421,inf,0,0,0,0,0
752081647,inf,0,0,0,0,0
753083662,inf,0,0,0,0,0
754095297,inf,0,0,0,0,0
755102444,inf,0,0,0,0,0
756104469,inf,0,0,0,0,0
757111079,inf,0,0,0,0,0
758113241,inf,0,0,0,0,0
759115209,inf,0,0,0,0,0
760122416,inf,0,0,0,0,0
761133956,inf,0,0,0,0,0
762141222,inf,0,0,0,0,0
763147818,inf,0,0,0,0,0
764149837,inf,0,0,0,0,0
769169879,inf,0,0,0,0,0
770171837,inf,0,0,0,0,0
771179106,inf,0,0,0,0,0
772186072,inf,0,0,0,0,0
773187740,inf,0,0,0,0,0
774194693,inf,0,0,0,0,0
775201874,inf,0,0,0,0,0
776203901,inf,0,0,0,0,0
777210586,inf,0,0,0,0,0
778222761,inf,0,0,0,0,0
779224794,inf,0,0,0,0,0
780231331,inf,0,0,0,0,0
781233381,inf,0,0,0,0,0
782245551,inf,0,0,0,0,0
783252164,inf,0,0,0,0,0
784259345,inf,0,0,0,0,0
785261381,inf,0,0,0,0,0
786268055,inf,0,0,0,0,0
787270113,inf,0,0,0,0,0
788272094,inf,0,0,0,0,0
789274237,inf,0,0,0,0,0
790281162,inf,0,0,0,0,0
791288256,inf,0,0,0,0,0
792294967,inf,0,0,0,0,0
793302169,inf,0,0,0,0,0
794308780,inf,0,0,0,0,0
795310838,inf,0,0,0,0,0
796312892,inf,0,0,0,0,0
797320210,inf,0,0,0,0,0
798322099,inf,0,0,0,0,0
799328783,inf,0,0,0,0,0
800330851,inf,0,0,0,0,0
801332865,inf,0,0,0,0,0
802339940,inf,0,0,0,0,0
803341879,inf,0,0,0,0,0
804343899,inf,0,0,0,0,0
805350749,inf,0,0,0,0,0
806352871,inf,0,0,0,0,0
807360058,inf,0,0,0,0,0
808362078,inf,0,0,0,0,0
809368707,inf,0,0,0,0,0
810375667,inf,0,0,0,0,0
814388686,inf,0,0,0,0,0
815390749,inf,0,0,0,0,0
816397979,inf,0,0,0,0,0
817400037,inf,0,0,0,0,0
818401994,inf,0,0,0,0,0
819403817,inf,0,0,0,0,0
820410697,inf,0,0,0,0,0
821412795,inf,0,0,0,0,0
822419738,inf,0,0,0,0,0
823422059,inf,0,0,0,0,0
824424029,inf,0,0,0,0,0
825430650,inf,0,0,0,0,0
826432755,inf,0,0,0,0,0
827434839,inf,0,0,0,0,0
828441696,inf,0,0,0,0,0
829448675,inf,0,0,0,0,0
830450627,inf,0,0,0,0,0
831452762,inf,0,0,0,0,0
832454796,inf,0,0,0,0,0
833461956,inf,0,0,0,0,0
834468567,inf,0,0,0,0,0
835475645,inf,0,0,0,0,0
836482954,inf,0,0,0,0,0
837489398,inf,0,0,0,0,0
838491440,inf,0,0,0,0,0
839498637,inf,0,0,0,0,0
840500714,inf,0,0,0,0,0
841502768,inf,0,0,0,0,0
842509327,inf,0,0,0,0,0
843511663,inf,0,0,0,0,0
844513426,inf,0,0,0,0,0
845520746,inf,0,0,0,0,0
846522713,inf,0,0,0,0,0
847529317,inf,0,0,0,0,0
848536313,inf,0,0,0,0,0
849543213,inf,0,0,0,0,0
850550135,inf,0,0,0,0,0
851552174,inf,0,0,0,0,0
852559368,inf,0,0,0,0,0
853561463,inf,0,0,0,0,0
854563191,inf,0,0,0,0,0
855565318,inf,0,0,0,0,0
856572130,inf,0,0,0,0,0
857579343,inf,0,0,0,0,0
858581395,inf,0,0,0,0,0
859588091,inf,0,0,0,0,0
860590138,inf,0,0,0,0,0
861592124,inf,0,0,0,0,0
862599388,inf,0,0,0,0,0
863601378,inf,0,0,0,0,0
864607996,inf,0,0,0,0,0
865610120,inf,0,0,0,0,0
866612082,inf,0,0,0,0,0
867614122,inf,0,0,0,0,0
868621338,inf,0,0,0,0,0
870630040,inf,0,0,0,0,0
871632434,inf,0,0,0,0,0
872639274,inf,0,0,0,0,0
873641047,inf,0,0,0,0,0
874643330,inf,0,0,0,0,0
875650029,inf,0,0,0,0,0
879667965,inf,0,0,0,0,0
880669990,inf,0,0,0,0,0
881672006,inf,0,0,0,0,0
882679265,inf,0,0,0,0,0
883681414,inf,0,0,0,0,0
884687916,inf,0,0,0,0,0
885694888,inf,0,0,0,0,0
886702037,inf,0,0,0,0,0
887704103,inf,0,0,0,0,0
888710757,inf,0,0,0,0,0
889718028,inf,0,0,0,0,0
890724913,inf,0,0,0,0,0
891731487,inf,0,0,0,0,0
892733665,inf,0,0,0,0,0
893740837,inf,0,0,0,0,0
894752318,inf,0,0,0,0,0
895759282,inf,0,0,0,0,0
896761353,inf,0,0,0,0,0
897763609,inf,0,0,0,0,0
898770271,inf,0,0,0,0,0
899772413,inf,0,0,0,0,0
900784409,inf,0,0,0,0,0
901791019,inf,0,0,0,0,0
902798260,inf,0,0,0,0,0
903805260,inf,0,0,0,0,0
904811815,inf,0,0,0,0,0
905813853,inf,0,0,0,0,0
906821119,inf,0,0,0,0,0
907827700,inf,0,0,0,0,0
908829742,inf,0,0,0,0,0
909831776,inf,0,0,0,0,0
910838981,inf,0,0,0,0,0
911841031,inf,0,0,0,0,0
912843123,inf,0,0,0,0,0
913845119,inf,0,0,0,0,0
914851755,inf,0,0,0,0,0
915858772,inf,0,0,0,0,0
916860999,inf,0,0,0,0,0
917867638,inf,0,0,0,0,0
918874591,inf,0,0,0,0,0
919881971,inf,0,0,0,0,0
920883963,inf,0,0,0,0,0
921890497,inf,0,0,0,0,0
922892541,inf,0,0,0,0,0
923899752,inf,0,0,0,0,0
924901744,inf,0,0,0,0,0
925903793,inf,0,0,0,0,0
926910497,inf,0,0,0,0,0
927912513,inf,0,0,0,0,0
928914527,inf,0,0,0,0,0
929921809,inf,0,0,0,0,0
930923769,inf,0,0,0,0,0
931930436,inf,0,0,0,0,0
932932527,inf,0,0,0,0,0
933939694,inf,0,0,0,0,0
934941751,inf,0,0,0,0,0
935948325,inf,0,0,0,0,0
936950419,inf,0,0,0,0,0
937952460,inf,0,0,0,0,0
938959687,inf,0,0,0,0,0
939961733,inf,0,0,0,0,0
940963715,inf,0,0,0,0,0
941970403,inf,0,0,0,0,0
942972439,inf,0,0,0,0,0
943979686,inf,0,0,0,0,0
944981725,inf,0,0,0,0,0
945988277,inf,0,0,0,0,0
946995274,inf,0,0,0,0,0
948002473,inf,0,0,0,0,0
949004535,inf,0,0,0,0,0
950011125,inf,0,0,0,0,0
951013176,inf,0,0,0,0,0
952020527,inf,0,0,0,0,0
957035224,inf,0,0,0,0,0
958042404,inf,0,0,0,0,0
959049032,inf,0,0,0,0,0
960051066,inf,0,0,0,0,0
961058362,inf,0,0,0,0,0
962060452,inf,0,0,0,0,0
963062408,inf,0,0,0,0,0
964064429,inf,0,0,0,0,0
965071521,inf,0,0,0,0,0
966073104,inf,0,0,0,0,0
967080545,inf,0,0,0,0,0
968082527,inf,0,0,0,0,0
969088993,inf,0,0,0,0,0
970091031,inf,0,0,0,0,0
971093114,inf,0,0,0,0,0
972095129,inf,0,0,0,0,0
973102378,inf,0,0,0,0,0
974104361,inf,0,0,0,0,0
975111025,inf,0,0,0,0,0
976118289,inf,0,0,0,0,0
977120346,inf,0,0,0,0,0
978122363,inf,0,0,0,0,0
979124325,inf,0,0,0,0,0
980131254,inf,0,0,0,0,0
981133062,inf,0,0,0,0,0
982140363,inf,0,0,0,0,0
983142057,inf,0,0,0,0,0
984148927,inf,0,0,0,0,0
985150951,inf,0,0,0,0,0
986158204,inf,0,0,0,0,0
987160298,inf,0,0,0,0,0
988162022,inf,0,0,0,0,0
989168891,inf,0,0,0,0,0
990170924,inf,0,0,0,0,0
991173006,inf,0,0,0,0,0
992180272,inf,0,0,0,0,0
993182292,inf,0,0,0,0,0
994184296,inf,0,0,0,0,0
995190966,inf,0,0,0,0,0
996192986,inf,0,0,0,0,0
997195018,inf,0,0,0,0,0
998202202,inf,0,0,0,0,0
999208861,inf,0,0,0,0,0
1000210899,inf,0,0,0,0,0
1001223033,inf,0,0,0,0,0
1002225060,inf,0,0,0,0,0
1003232013,inf,0,0,0,0,0
1004238923,inf,0,0,0,0,0
1005240937,inf,0,0,0,0,0
1006243036,inf,0,0,0,0,0
1007249637,inf,0,0,0,0,0
1008251697,inf,0,0,0,0,0
1009258886,inf,0,0,0,0,0
1010260907,inf,0,0,0,0,0
1011262959,inf,0,0,0,0,0
1015281091,inf,0,0,0,0,0
1016283117,inf,0,0,0,0,0
1017289581,inf,0,0,0,0,0
1018291600,inf,0,0,0,0,0
1019293690,inf,0,0,0,0,0
1020301036,inf,0,0,0,0,0
1021312455,inf,0,0,0,0,0
1022314424,inf,0,0,0,0,0
1023321703,inf,0,0,0,0,0
1024323687,inf,0,0,0,0,0
1025330344,inf,0,0,0,0,0
1026332766,inf,0,0,0,0,0
1027339584,inf,0,0,0,0,0
1028341675,inf,0,0,0,0,0
1029343640,inf,0,0,0,0,0
1030355214,inf,0,0,0,0,0
1031362423,inf,0,0,0,0,0
1032369067,inf,0,0,0,0,0
1033371368,inf,0,0,0,0,0
1034378107,inf,0,0,0,0,0
1035380418,inf,0,0,0,0,0
1036382388,inf,0,0,0,0,0
1037388993,inf,0,0,0,0,0
1038391065,inf,0,0,0,0,0
1039393138,inf,0,0,0,0,0
1040400390,inf,0,0,0,0,0
1041402367,inf,0,0,0,0,0
1042409007,inf,0,0,0,0,0
1043411314,inf,0,0,0,0,0
1044413077,inf,0,0,0,0,0
1045420419,inf,0,0,0,0,0
1046422375,inf,0,0,0,0,0
1047424430,inf,0,0,0,0,0
1048430995,inf,0,0,0,0,0
1049438287,inf,0,0,0,0,0
1050445166,inf,0,0,0,0,0
1051451825,inf,0,0,0,0,0
1052453879,inf,0,0,0,0,0
1053461117,inf,0,0,0,0,0
1054467702,inf,0,0,0,0,0
1055469916,inf,0,0,0,0,0
1056471834,inf,0,0,0,0,0
1060489694,inf,0,0,0,0,0
1061491767,inf,0,0,0,0,0
1062493874,inf,0,0,0,0,0
1063501023,inf,0,0,0,0,0
1064507707,inf,0,0,0,0,0
1065514575,inf,0,0,0,0,0
1066521850,inf,0,0,0,0,0
1067523883,inf,0,0,0,0,0
1068530519,inf,0,0,0,0,0
1069532662,inf,0,0,0,0,0
1070539749,inf,0,0,0,0,0
1071541751,inf,0,0,0,0,0
1072543822,inf,0,0,0,0,0
1073550465,inf,0,0,0,0,0
1074552521,inf,0,0,0,0,0
1075554588,inf,0,0,0,0,0
1076556863,inf,0,0,0,0,0
1077558904,inf,0,0,0,0,0
1078560944,inf,0,0,0,0,0
1079562982,inf,0,0,0,0,0
1080569586,inf,0,0,0,0,0
1081571632,inf,0,0,0,0,0
1082578918,inf,0,0,0,0,0
1083585812,inf,0,0,0,0,0
1084587625,inf,0,0,0,0,0
1085589681,inf,0,0,0,0,0
1086591602,inf,0,0,0,0,0
1087598843,inf,0,0,0,0,0
1088605837,inf,0,0,0,0,0
1089612484,inf,0,0,0,0,0
1090619673,inf,0,0,0,0,0
1091621676,inf,0,0,0,0,0
1092628306,inf,0,0,0,0,0
1093630393,inf,0,0,0,0,0
1094632428,inf,0,0,0,0,0
1095634458,inf,0,0,0,0,0
1096641333,inf,0,0,0,0,0
1097643674,inf,0,0,0,0,0
1098650380,inf,0,0,0,0,0
1099652405,inf,0,0,0,0,0
1100659615,inf,0,0,0,0,0
1101661305,inf,0,0,0,0,0
1102668419,inf,0,0,0,0,0
1103675384,inf,0,0,0,0,0
1104682699,inf,0,0,0,0,0
1105684431,inf,0,0,0,0,0
1106691091,inf,0,0,0,0,0
1107698373,inf,0,0,0,0,0
1108700435,inf,0,0,0,0,0
1109707247,inf,0,0,0,0,0
1110713905,inf,0,0,0,0,0
1111721158,inf,0,0,0,0,0
1112723171,inf,0,0,0,0,0
1113729830,inf,0,0,0,0,0
1114731872,inf,0,0,0,0,0
1115739121,inf,0,0,0,0,0
1116740835,inf,0,0,0,0,0
1117743169,inf,0,0,0,0,0
1118749857,inf,0,0,0,0,0
1119751826,inf,0,0,0,0,0
1120753858,inf,0,0,0,0,0
1121761150,inf,0,0,0,0,0
1122763147,inf,0,0,0,0,0
1123765259,inf,0,0,0,0,0
1124771829,inf,0,0,0,0,0
1125773912,inf,0,0,0,0,0
1126780822,inf,0,0,0,0,0
1127782938,inf,0,0,0,0,0
1128784945,inf,0,0,0,0,0
1129791773,inf,0,0,0,0,0
1130793825,inf,0,0,0,0,0
1131801056,inf,0,0,0,0,0
1132803128,inf,0,0,0,0,0
1137823105,inf,0,0,0,0,0
1138829670,inf,0,0,0,0,0
1139832065,inf,0,0,0,0,0
1140833765,inf,0,0,0,0,0
1141840991,inf,0,0,0,0,0
1142843035,inf,0,0,0,0,0
1143849627,inf,0,0,0,0,0
1144851694,inf,0,0,0,0,0
1145858945,inf,0,0,0,0,0
1146865925,inf,0,0,0,0,0
1147872511,inf,0,0,0,0,0
1148874521,inf,0,0,0,0,0
1149881807,inf,0,0,0,0,0
1150888390,inf,0,0,0,0,0
1151890467,inf,0,0,0,0,0
1152892508,inf,0,0,0,0,0
1153894509,inf,0,0,0,0,0
1154901797,inf,0,0,0,0,0
1155903728,inf,0,0,0,0,0
1156910414,inf,0,0,0,0,0
1157922564,inf,0,0,0,0,0
1158929116,inf,0,0,0,0,0
1159931474,inf,0,0,0,0,0
1160943313,inf,0,0,0,0,0
1161949972,inf,0,0,0,0,0
1162951968,inf,0,0,0,0,0
1163959221,inf,0,0,0,0,0
1164960939,inf,0,0,0,0,0
1165967862,inf,0,0,0,0,0
1166974817,inf,0,0,0,0,0
1167982012,inf,0,0,0,0,0
1168984037,inf,0,0,0,0,0
1169990664,inf,0,0,0,0,0
1170992787,inf,0,0,0,0,0
1171994808,inf,0,0,0,0,0
1173001991,inf,0,0,0,0,0
1174004000,inf,0,0,0,0,0
1175010699,inf,0,0,0,0,0
1176012788,inf,0,0,0,0,0
1177014749,inf,0,0,0,0,0
1178021964,inf,0,0,0,0,0
1179024020,inf,0,0,0,0,0
1180030626,inf,0,0,0,0,0
1181032715,inf,0,0,0,0,0
1182039924,inf,0,0,0,0,0
1183041961,inf,0,0,0,0,0
1184048584,inf,0,0,0,0,0
1185055561,inf,0,0,0,0,0
1186062783,inf,0,0,0,0,0
1187069371,inf,0,0,0,0,0
1188071417,inf,0,0,0,0,0
1189078806,inf,0,0,0,0,0
1190085758,inf,0,0,0,0,0
1191092188,inf,0,0,0,0,0
1192094379,inf,0,0,0,0,0
1193101180,inf,0,0,0,0,0
1194103451,inf,0,0,0,0,0
1195110162,inf,0,0,0,0,0
1196112552,inf,0,0,0,0,0
1197114201,inf,0,0,0,0,0
1198121446,inf,0,0,0,0,0
1199123472,inf,0,0,0,0,0
1200130116,inf,0,0,0,0,0
1201132176,inf,0,0,0,0,0
1202139363,inf,0,0,0,0,0
1203146053,inf,0,0,0,0,0
1204152943,inf,0,0,0,0,0
1208161413,inf,0,0,0,0,0
1209168018,inf,0,0,0,0,0
1210174995,inf,0,0,0,0,0
1211182126,inf,0,0,0,0,0
1212184200,inf,0,0,0,0,0
1213195777,inf,0,0,0,0,0
1214203092,inf,0,0,0,0,0
1215209560,inf,0,0,0,0,0
1216211597,inf,0,0,0,0,0
1217218896,inf,0,0,0,0,0
1218220879,inf,0,0,0,0,0
1219222969,inf,0,0,0,0,0
1220234439,inf,0,0,0,0,0
1221241710,inf,0,0,0,0,0
1222243676,inf,0,0,0,0,0
1223250384,inf,0,0,0,0,0
1224252399,inf,0,0,0,0,0
1225254453,inf,0,0,0,0,0
1226261624,inf,0,0,0,0,0
1227268432,inf,0,0,0,0,0
1228275190,inf,0,0,0,0,0
1229282657,inf,0,0,0,0,0
1230289086,inf,0,0,0,0,0
1231291070,inf,0,0,0,0,0
1233300417,inf,0,0,0,0,0
1234302472,inf,0,0,0,0,0
1235309049,inf,0,0,0,0,0
1236311365,inf,0,0,0,0,0
1237313117,inf,0,0,0,0,0
1238320396,inf,0,0,0,0,0
1241331031,inf,0,0,0,0,0
1242333139,inf,0,0,0,0,0
1243340407,inf,0,0,0,0,0
1244342370,inf,0,0,0,0,0
1245344396,inf,0,0,0,0,0
1246351028,inf,0,0,0,0,0
1247358258,inf,0,0,0,0,0
1248360352,inf,0,0,0,0,0
1249362357,inf,0,0,0,0,0
1250364369,inf,0,0,0,0,0
1251371058,inf,0,0,0,0,0
1252373060,inf,0,0,0,0,0
1253380329,inf,0,0,0,0,0
1254386855,inf,0,0,0,0,0
1255388955,inf,0,0,0,0,0
1256390991,inf,0,0,0,0,0
1257393073,inf,0,0,0,0,0
1258400334,inf,0,0,0,0,0
1259402304,inf,0,0,0,0,0
1260408913,inf,0,0,0,0,0
1261411006,inf,0,0,0,0,0
1262418199,inf,0,0,0,0,0
1263420300,inf,0,0,0,0,0
1264421968,inf,0,0,0,0,0
1265424268,inf,0,0,0,0,0
1266430938,inf,0,0,0,0,0
1267433029,inf,0,0,0,0,0
1268445104,inf,0,0,0,0,0
1269451694,inf,0,0,0,0,0
1270453762,inf,0,0,0,0,0
1271460961,inf,0,0,0,0,0
1272463049,inf,0,0,0,0,0
1273469626,inf,0,0,0,0,0
1274471847,inf,0,0,0,0,0
1275478901,inf,0,0,0,0,0
1276480955,inf,0,0,0,0,0
1277483049,inf,0,0,0,0,0
1278485267,inf,0,0,0,0,0
1279491649,inf,0,0,0,0,0
1280493700,inf,0,0,0,0,0
1281505919,inf,0,0,0,0,0
1282512480,inf,0,0,0,0,0
1283514554,inf,0,0,0,0,0
1284521704,inf,0,0,0,0,0
1285523758,inf,0,0,0,0,0
1286530419,inf,0,0,0,0,0
1287532443,inf,0,0,0,0,0
1288539694,inf,0,0,0,0,0
1289541700,inf,0,0,0,0,0
1290548320,inf,0,0,0,0,0
1291550384,inf,0,0,0,0,0
1292552798,inf,0,0,0,0,0
1293554466,inf,0,0,0,0,0
1294561664,inf,0,0,0,0,0
1295563713,inf,0,0,0,0,0
1296570351,inf,0,0,0,0,0
1297572411,inf,0,0,0,0,0
1298579620,inf,0,0,0,0,0
1299581661,inf,0,0,0,0,0
1300588254,inf,0,0,0,0,0
1301595255,inf,0,0,0,0,0
1302602209,inf,0,0,0,0,0
1303609077,inf,0,0,0,0,0
1304611083,inf,0,0,0,0,0
1305618394,inf,0,0,0,0,0
1306625315,inf,0,0,0,0,0
1311649831,inf,0,0,0,0,0
1312652189,inf,0,0,0,0,0
1313659109,inf,0,0,0,0,0
1314661128,inf,0,0,0,0,0
1315663146,inf,0,0,0,0,0
1316669825,inf,0,0,0,0,0
1317672016,inf,0,0,0,0,0
1318679155,inf,0,0,0,0,0
1319681094,inf,0,0,0,0,0
1320687730,inf,0,0,0,0,0
1321694695,inf,0,0,0,0,0
1322701857,inf,0,0,0,0,0
1323703895,inf,0,0,0,0,0
1324710608,inf,0,0,0,0,0
1325722852,inf,0,0,0,0,0
1326729313,inf,0,0,0,0,0
1327736216,inf,0,0,0,0,0
1328743477,inf,0,0,0,0,0
1329745636,inf,0,0,0,0,0
1330752124,inf,0,0,0,0,0
1331759363,inf,0,0,0,0,0
1332766323,inf,0,0,0,0,0
1333768018,inf,0,0,0,0,0
1334770077,inf,0,0,0,0,0
1335772093,inf,0,0,0,0,0
1336779316,inf,0,0,0,0,0
1337781409,inf,0,0,0,0,0
1338783370,inf,0,0,0,0,0
1339785482,inf,0,0,0,0,0
1340792060,inf,0,0,0,0,0
1341799163,inf,0,0,0,0,0
1342801088,inf,0,0,0,0,0
1343803367,inf,0,0,0,0,0
1344805589,inf,0,0,0,0,0
1345812056,inf,0,0,0,0,0
1346814103,inf,0,0,0,0,0
1347821343,inf,0,0,0,0,0
1348823334,inf,0,0,0,0,0
1349825445,inf,0,0,0,0,0
1350832026,inf,0,0,0,0,0
1351834089,inf,0,0,0,0,0
1352841280,inf,0,0,0,0,0
1353843351,inf,0,0,0,0,0
1354849989,inf,0,0,0,0,0
1355851999,inf,0,0,0,0,0
1356854103,inf,0,0,0,0,0
1357856096,inf,0,0,0,0,0
1358858405,inf,0,0,0,0,0
1359860509,inf,0,0,0,0,0
1360862489,inf,0,0,0,0,0
1361869125,inf,0,0,0,0,0
1362871661,inf,0,0,0,0,0
1363878481,inf,0,0,0,0,0
1364885380,inf,0,0,0,0,0
1365891991,inf,0,0,0,0,0
1366894053,inf,0,0,0,0,0
1367901246,inf,0,0,0,0,0
1368903255,inf,0,0,0,0,0
1369909987,inf,0,0,0,0,0
1370911965,inf,0,0,0,0,0
1371919187,inf,0,0,0,0,0
1375941970,inf,0,0,0,0,0
1376953507,inf,0,0,0,0,0
1377960784,inf,0,0,0,0,0
1378962806,inf,0,0,0,0,0
1379969408,inf,0,0,0,0,0
1380971449,inf,0,0,0,0,0
1381978678,inf,0,0,0,0,0
1382980760,inf,0,0,0,0,0
1383982806,inf,0,0,0,0,0
1384989353,inf,0,0,0,0,0
1385991463,inf,0,0,0,0,0
1386998686,inf,0,0,0,0,0
1388005601,inf,0,0,0,0,0
1389012247,inf,0,0,0,0,0
1390019203,inf,0,0,0,0,0
1391021192,inf,0,0,0,0,0
1392028071,inf,0,0,0,0,0
1393035113,inf,0,0,0,0,0
1394042218,inf,0,0,0,0,0
1395044260,inf,0,0,0,0,0
1396050909,inf,0,0,0,0,0
1397053076,inf,0,0,0,0,0
1398059977,inf,0,0,0,0,0
1399061977,inf,0,0,0,0,0
1400064041,inf,0,0,0,0,0
1401071078,inf,0,0,0,0,0
1402082976,inf,0,0,0,0,0
1402351537,inf,0,1,0,0,0
1402610610,inf,0,1,1,0,0
1402918627,inf,0,1,1,1,0
1403920789,inf,0,1,1,1,0
1404922699,inf,0,1,1,1,0
